事業コード,開発コード,部番,販社,SF-CODE,ランク,年月,経過月,月次使用数,累積販売台数
E1,M07,104-1,A,SF-104,B,202305,19,2,1690
E1,M07,104-1,B,SF-104,B,202305,19,3,1193
E1,M07,104-1,C,SF-104,B,202305,19,0,994
E1,M07,104-1,D,SF-104,B,202305,19,0,746
E1,M07,104-1,E,SF-104,B,202305,19,0,348
E1,M07,104-1,ALL,SF-104,B,202305,19,5,4970
E1,M07,104-0,A,SF-104,B,202306,20,0,1734
E1,M07,104-0,B,SF-104,B,202306,20,0,1224
E1,M07,104-0,C,SF-104,B,202306,20,2,1020
E1,M07,104-0,D,SF-104,B,202306,20,3,765
E1,M07,104-0,E,SF-104,B,202306,20,0,357
E1,M07,104-0,ALL,SF-104,B,202306,20,5,5100
E1,M07,104-1,A,SF-104,B,202306,20,3,1734
E1,M07,104-1,B,SF-104,B,202306,20,2,1224
E1,M07,104-1,C,SF-104,B,202306,20,1,1020
E1,M07,104-1,D,SF-104,B,202306,20,1,765
E1,M07,104-1,E,SF-104,B,202306,20,1,357
E1,M07,104-1,ALL,SF-104,B,202306,20,8,5100
E1,M07,104-0,A,SF-104,B,202307,21,3,1778
E1,M07,104-0,B,SF-104,B,202307,21,1,1255
E1,M07,104-0,C,SF-104,B,202307,21,0,1046
E1,M07,104-0,D,SF-104,B,202307,21,2,784
E1,M07,104-0,E,SF-104,B,202307,21,0,366
E1,M07,104-0,ALL,SF-104,B,202307,21,6,5230
E1,M07,104-1,A,SF-104,B,202307,21,2,1778
E1,M07,104-1,B,SF-104,B,202307,21,0,1255
E1,M07,104-1,C,SF-104,B,202307,21,1,1046
E1,M07,104-1,D,SF-104,B,202307,21,3,784
E1,M07,104-1,E,SF-104,B,202307,21,0,366
E1,M07,104-1,ALL,SF-104,B,202307,21,6,5230
E1,M07,104-0,A,SF-104,B,202308,22,3,1822
E1,M07,104-0,B,SF-104,B,202308,22,0,1286
E1,M07,104-0,C,SF-104,B,202308,22,1,1072
E1,M07,104-0,D,SF-104,B,202308,22,0,804
E1,M07,104-0,E,SF-104,B,202308,22,1,375
E1,M07,104-0,ALL,SF-104,B,202308,22,5,5360
E1,M07,104-1,A,SF-104,B,202308,22,2,1822
E1,M07,104-1,B,SF-104,B,202308,22,0,1286
E1,M07,104-1,C,SF-104,B,202308,22,8,1072
E1,M07,104-1,D,SF-104,B,202308,22,0,804
E1,M07,104-1,E,SF-104,B,202308,22,1,375
E1,M07,104-1,ALL,SF-104,B,202308,22,11,5360
E1,M07,104-0,A,SF-104,B,202309,23,1,1867
E1,M07,104-0,B,SF-104,B,202309,23,0,1318
E1,M07,104-0,C,SF-104,B,202309,23,0,1098
E1,M07,104-0,D,SF-104,B,202309,23,1,824
E1,M07,104-0,E,SF-104,B,202309,23,0,384
E1,M07,104-0,ALL,SF-104,B,202309,23,2,5490
E1,M07,104-1,A,SF-104,B,202309,23,1,1867
E1,M07,104-1,B,SF-104,B,202309,23,1,1318
E1,M07,104-1,C,SF-104,B,202309,23,2,1098
E1,M07,104-1,D,SF-104,B,202309,23,1,824
E1,M07,104-1,E,SF-104,B,202309,23,0,384
E1,M07,104-1,ALL,SF-104,B,202309,23,5,5490
E1,M07,104-0,A,SF-104,B,202310,24,1,1911
E1,M07,104-0,B,SF-104,B,202310,24,3,1349
E1,M07,104-0,C,SF-104,B,202310,24,0,1124
E1,M07,104-0,D,SF-104,B,202310,24,3,843
E1,M07,104-0,E,SF-104,B,202310,24,1,393
E1,M07,104-0,ALL,SF-104,B,202310,24,8,5620
E1,M07,104-1,A,SF-104,B,202310,24,3,1911
E1,M07,104-1,B,SF-104,B,202310,24,5,1349
E1,M07,104-1,C,SF-104,B,202310,24,0,1124
E1,M07,104-1,D,SF-104,B,202310,24,0,843
E1,M07,104-1,E,SF-104,B,202310,24,0,393
E1,M07,104-1,ALL,SF-104,B,202310,24,8,5620
E1,M07,104-0,A,SF-104,B,202311,25,3,1955
E1,M07,104-0,B,SF-104,B,202311,25,3,1380
E1,M07,104-0,C,SF-104,B,202311,25,0,1150
E1,M07,104-0,D,SF-104,B,202311,25,1,862
E1,M07,104-0,E,SF-104,B,202311,25,0,403
E1,M07,104-0,ALL,SF-104,B,202311,25,7,5750
E1,M07,104-1,A,SF-104,B,202311,25,3,1955
E1,M07,104-1,B,SF-104,B,202311,25,2,1380
E1,M07,104-1,C,SF-104,B,202311,25,3,1150
E1,M07,104-1,D,SF-104,B,202311,25,1,862
E1,M07,104-1,E,SF-104,B,202311,25,0,403
E1,M07,104-1,ALL,SF-104,B,202311,25,9,5750
E1,M07,104-0,A,SF-104,B,202312,26,2,1999
E1,M07,104-0,B,SF-104,B,202312,26,1,1411
E1,M07,104-0,C,SF-104,B,202312,26,1,1176
E1,M07,104-0,D,SF-104,B,202312,26,0,882
E1,M07,104-0,E,SF-104,B,202312,26,1,412
E1,M07,104-0,ALL,SF-104,B,202312,26,5,5880
E1,M07,104-1,A,SF-104,B,202312,26,4,1999
E1,M07,104-1,B,SF-104,B,202312,26,0,1411
E1,M07,104-1,C,SF-104,B,202312,26,2,1176
E1,M07,104-1,D,SF-104,B,202312,26,1,882
E1,M07,104-1,E,SF-104,B,202312,26,0,412
E1,M07,104-1,ALL,SF-104,B,202312,26,7,5880
E1,M07,104-0,A,SF-104,B,202401,27,1,2043
E1,M07,104-0,B,SF-104,B,202401,27,1,1442
E1,M07,104-0,C,SF-104,B,202401,27,2,1202
E1,M07,104-0,D,SF-104,B,202401,27,0,902
E1,M07,104-0,E,SF-104,B,202401,27,0,421
E1,M07,104-0,ALL,SF-104,B,202401,27,4,6010
E1,M07,104-1,A,SF-104,B,202401,27,1,2043
E1,M07,104-1,B,SF-104,B,202401,27,2,1442
E1,M07,104-1,C,SF-104,B,202401,27,2,1202
E1,M07,104-1,D,SF-104,B,202401,27,2,902
E1,M07,104-1,E,SF-104,B,202401,27,0,421
E1,M07,104-1,ALL,SF-104,B,202401,27,7,6010
E1,M07,104-0,A,SF-104,B,202402,28,2,2088
E1,M07,104-0,B,SF-104,B,202402,28,3,1474
E1,M07,104-0,C,SF-104,B,202402,28,0,1228
E1,M07,104-0,D,SF-104,B,202402,28,1,921
E1,M07,104-0,E,SF-104,B,202402,28,0,430
E1,M07,104-0,ALL,SF-104,B,202402,28,6,6140
E1,M07,104-1,A,SF-104,B,202402,28,1,2088
E1,M07,104-1,B,SF-104,B,202402,28,1,1474
E1,M07,104-1,C,SF-104,B,202402,28,0,1228
E1,M07,104-1,D,SF-104,B,202402,28,0,921
E1,M07,104-1,E,SF-104,B,202402,28,0,430
E1,M07,104-1,ALL,SF-104,B,202402,28,2,6140
E1,M07,104-0,A,SF-104,B,202403,29,1,2132
E1,M07,104-0,B,SF-104,B,202403,29,1,1505
E1,M07,104-0,C,SF-104,B,202403,29,1,1254
E1,M07,104-0,D,SF-104,B,202403,29,0,940
E1,M07,104-0,E,SF-104,B,202403,29,1,439
E1,M07,104-0,ALL,SF-104,B,202403,29,4,6270
E1,M07,104-1,A,SF-104,B,202403,29,2,2132
E1,M07,104-1,B,SF-104,B,202403,29,2,1505
E1,M07,104-1,C,SF-104,B,202403,29,0,1254
E1,M07,104-1,D,SF-104,B,202403,29,1,940
E1,M07,104-1,E,SF-104,B,202403,29,0,439
E1,M07,104-1,ALL,SF-104,B,202403,29,5,6270
E1,M07,104-0,A,SF-104,B,202404,30,3,2176
E1,M07,104-0,B,SF-104,B,202404,30,3,1536
E1,M07,104-0,C,SF-104,B,202404,30,0,1280
E1,M07,104-0,D,SF-104,B,202404,30,3,960
E1,M07,104-0,E,SF-104,B,202404,30,0,448
E1,M07,104-0,ALL,SF-104,B,202404,30,9,6400
E1,M07,104-1,A,SF-104,B,202404,30,3,2176
E1,M07,104-1,B,SF-104,B,202404,30,2,1536
E1,M07,104-1,C,SF-104,B,202404,30,1,1280
E1,M07,104-1,D,SF-104,B,202404,30,0,960
E1,M07,104-1,E,SF-104,B,202404,30,0,448
E1,M07,104-1,ALL,SF-104,B,202404,30,6,6400
E1,M07,104-0,A,SF-104,B,202405,31,1,2220
E1,M07,104-0,B,SF-104,B,202405,31,2,1567
E1,M07,104-0,C,SF-104,B,202405,31,1,1306
E1,M07,104-0,D,SF-104,B,202405,31,0,980
E1,M07,104-0,E,SF-104,B,202405,31,0,457
E1,M07,104-0,ALL,SF-104,B,202405,31,4,6530
E1,M07,104-1,A,SF-104,B,202405,31,2,2220
E1,M07,104-1,B,SF-104,B,202405,31,1,1567
E1,M07,104-1,C,SF-104,B,202405,31,0,1306
E1,M07,104-1,D,SF-104,B,202405,31,3,980
E1,M07,104-1,E,SF-104,B,202405,31,1,457
E1,M07,104-1,ALL,SF-104,B,202405,31,7,6530
E1,M07,104-0,A,SF-104,B,202406,32,0,2264
E1,M07,104-0,B,SF-104,B,202406,32,3,1598
E1,M07,104-0,C,SF-104,B,202406,32,1,1332
E1,M07,104-0,D,SF-104,B,202406,32,1,999
E1,M07,104-0,E,SF-104,B,202406,32,0,466
E1,M07,104-0,ALL,SF-104,B,202406,32,5,6660
E1,M07,104-1,A,SF-104,B,202406,32,2,2264
E1,M07,104-1,B,SF-104,B,202406,32,0,1598
E1,M07,104-1,C,SF-104,B,202406,32,4,1332
E1,M07,104-1,D,SF-104,B,202406,32,0,999
E1,M07,104-1,E,SF-104,B,202406,32,0,466
E1,M07,104-1,ALL,SF-104,B,202406,32,6,6660
E1,M07,104-0,A,SF-104,B,202407,33,5,2309
E1,M07,104-0,B,SF-104,B,202407,33,1,1630
E1,M07,104-0,C,SF-104,B,202407,33,0,1358
E1,M07,104-0,D,SF-104,B,202407,33,2,1018
E1,M07,104-0,E,SF-104,B,202407,33,0,475
E1,M07,104-0,ALL,SF-104,B,202407,33,8,6790
E1,M07,104-1,A,SF-104,B,202407,33,2,2309
E1,M07,104-1,B,SF-104,B,202407,33,0,1630
E1,M07,104-1,C,SF-104,B,202407,33,0,1358
E1,M07,104-1,D,SF-104,B,202407,33,1,1018
E1,M07,104-1,E,SF-104,B,202407,33,0,475
E1,M07,104-1,ALL,SF-104,B,202407,33,3,6790
E1,M07,104-0,A,SF-104,B,202408,34,3,2353
E1,M07,104-0,B,SF-104,B,202408,34,2,1661
E1,M07,104-0,C,SF-104,B,202408,34,2,1384
E1,M07,104-0,D,SF-104,B,202408,34,0,1038
E1,M07,104-0,E,SF-104,B,202408,34,1,484
E1,M07,104-0,ALL,SF-104,B,202408,34,8,6920
E1,M07,104-1,A,SF-104,B,202408,34,4,2353
E1,M07,104-1,B,SF-104,B,202408,34,2,1661
E1,M07,104-1,C,SF-104,B,202408,34,3,1384
E1,M07,104-1,D,SF-104,B,202408,34,2,1038
E1,M07,104-1,E,SF-104,B,202408,34,0,484
E1,M07,104-1,ALL,SF-104,B,202408,34,11,6920
E1,M07,104-0,A,SF-104,B,202409,35,2,2397
E1,M07,104-0,B,SF-104,B,202409,35,0,1692
E1,M07,104-0,C,SF-104,B,202409,35,1,1410
E1,M07,104-0,D,SF-104,B,202409,35,0,1058
E1,M07,104-0,E,SF-104,B,202409,35,0,494
E1,M07,104-0,ALL,SF-104,B,202409,35,3,7050
E1,M07,104-1,A,SF-104,B,202409,35,2,2397
E1,M07,104-1,B,SF-104,B,202409,35,2,1692
E1,M07,104-1,C,SF-104,B,202409,35,0,1410
E1,M07,104-1,D,SF-104,B,202409,35,2,1058
E1,M07,104-1,E,SF-104,B,202409,35,0,494
E1,M07,104-1,ALL,SF-104,B,202409,35,6,7050
E1,M07,104-0,A,SF-104,B,202410,36,2,2441
E1,M07,104-0,B,SF-104,B,202410,36,3,1723
E1,M07,104-0,C,SF-104,B,202410,36,1,1436
E1,M07,104-0,D,SF-104,B,202410,36,0,1077
E1,M07,104-0,E,SF-104,B,202410,36,0,503
E1,M07,104-0,ALL,SF-104,B,202410,36,6,7180
E1,M07,104-1,A,SF-104,B,202410,36,2,2441
E1,M07,104-1,B,SF-104,B,202410,36,1,1723
E1,M07,104-1,C,SF-104,B,202410,36,1,1436
E1,M07,104-1,D,SF-104,B,202410,36,0,1077
E1,M07,104-1,E,SF-104,B,202410,36,1,503
E1,M07,104-1,ALL,SF-104,B,202410,36,5,7180
E1,M07,104-0,A,SF-104,B,202411,37,2,2485
E1,M07,104-0,B,SF-104,B,202411,37,2,1754
E1,M07,104-0,C,SF-104,B,202411,37,0,1462
E1,M07,104-0,D,SF-104,B,202411,37,0,1096
E1,M07,104-0,E,SF-104,B,202411,37,0,512
E1,M07,104-0,ALL,SF-104,B,202411,37,4,7310
E1,M07,104-1,A,SF-104,B,202411,37,3,2485
E1,M07,104-1,B,SF-104,B,202411,37,4,1754
E1,M07,104-1,C,SF-104,B,202411,37,1,1462
E1,M07,104-1,D,SF-104,B,202411,37,0,1096
E1,M07,104-1,E,SF-104,B,202411,37,0,512
E1,M07,104-1,ALL,SF-104,B,202411,37,8,7310
E1,M07,104-0,A,SF-104,B,202412,38,7,2530
E1,M07,104-0,B,SF-104,B,202412,38,0,1786
E1,M07,104-0,C,SF-104,B,202412,38,0,1488
E1,M07,104-0,D,SF-104,B,202412,38,1,1116
E1,M07,104-0,E,SF-104,B,202412,38,0,521
E1,M07,104-0,ALL,SF-104,B,202412,38,8,7440
E1,M07,104-1,A,SF-104,B,202412,38,2,2530
E1,M07,104-1,B,SF-104,B,202412,38,1,1786
E1,M07,104-1,C,SF-104,B,202412,38,1,1488
E1,M07,104-1,D,SF-104,B,202412,38,2,1116
E1,M07,104-1,E,SF-104,B,202412,38,1,521
E1,M07,104-1,ALL,SF-104,B,202412,38,7,7440
E1,M07,105-0,ALL,SF-105,B,202110,0,0,2500
E1,M07,105-0,D,SF-105,B,202111,1,1,394
E1,M07,105-0,ALL,SF-105,B,202111,1,1,2630
E1,M07,105-0,A,SF-105,B,202112,2,0,938
E1,M07,105-0,B,SF-105,B,202112,2,0,662
E1,M07,105-0,C,SF-105,B,202112,2,0,552
E1,M07,105-0,D,SF-105,B,202112,2,0,414
E1,M07,105-0,ALL,SF-105,B,202112,2,0,2760
E1,M07,105-0,A,SF-105,B,202201,3,1,983
E1,M07,105-0,B,SF-105,B,202201,3,0,694
E1,M07,105-0,C,SF-105,B,202201,3,0,578
E1,M07,105-0,D,SF-105,B,202201,3,0,434
E1,M07,105-0,ALL,SF-105,B,202201,3,1,2890
E1,M07,105-0,A,SF-105,B,202202,4,0,1027
E1,M07,105-0,B,SF-105,B,202202,4,0,725
E1,M07,105-0,C,SF-105,B,202202,4,0,604
E1,M07,105-0,D,SF-105,B,202202,4,0,453
E1,M07,105-0,ALL,SF-105,B,202202,4,0,3020
E1,M07,105-0,A,SF-105,B,202203,5,0,1071
E1,M07,105-0,B,SF-105,B,202203,5,0,756
E1,M07,105-0,C,SF-105,B,202203,5,0,630
E1,M07,105-0,D,SF-105,B,202203,5,0,472
E1,M07,105-0,ALL,SF-105,B,202203,5,0,3150
E1,M07,105-0,A,SF-105,B,202204,6,1,1115
E1,M07,105-0,B,SF-105,B,202204,6,0,787
E1,M07,105-0,C,SF-105,B,202204,6,0,656
E1,M07,105-0,D,SF-105,B,202204,6,0,492
E1,M07,105-0,ALL,SF-105,B,202204,6,1,3280
E1,M07,105-0,A,SF-105,B,202205,7,1,1159
E1,M07,105-0,B,SF-105,B,202205,7,0,818
E1,M07,105-0,C,SF-105,B,202205,7,2,682
E1,M07,105-0,D,SF-105,B,202205,7,0,512
E1,M07,105-0,ALL,SF-105,B,202205,7,3,3410
E1,M07,105-0,A,SF-105,B,202206,8,1,1204
E1,M07,105-0,B,SF-105,B,202206,8,0,850
E1,M07,105-0,C,SF-105,B,202206,8,0,708
E1,M07,105-0,D,SF-105,B,202206,8,0,531
E1,M07,105-0,E,SF-105,B,202206,8,0,248
E1,M07,105-0,ALL,SF-105,B,202206,8,1,3540
E1,M07,105-0,A,SF-105,B,202207,9,1,1248
E1,M07,105-0,B,SF-105,B,202207,9,0,881
E1,M07,105-0,C,SF-105,B,202207,9,0,734
E1,M07,105-0,D,SF-105,B,202207,9,0,550
E1,M07,105-0,E,SF-105,B,202207,9,0,257
E1,M07,105-0,ALL,SF-105,B,202207,9,1,3670
E1,M07,105-0,A,SF-105,B,202208,10,0,1292
E1,M07,105-0,B,SF-105,B,202208,10,0,912
E1,M07,105-0,C,SF-105,B,202208,10,1,760
E1,M07,105-0,D,SF-105,B,202208,10,0,570
E1,M07,105-0,E,SF-105,B,202208,10,0,266
E1,M07,105-0,ALL,SF-105,B,202208,10,1,3800
E1,M07,105-0,A,SF-105,B,202209,11,1,1336
E1,M07,105-0,B,SF-105,B,202209,11,1,943
E1,M07,105-0,C,SF-105,B,202209,11,0,786
E1,M07,105-0,D,SF-105,B,202209,11,0,590
E1,M07,105-0,E,SF-105,B,202209,11,0,275
E1,M07,105-0,ALL,SF-105,B,202209,11,2,3930
E1,M07,105-0,A,SF-105,B,202210,12,3,1380
E1,M07,105-0,B,SF-105,B,202210,12,1,974
E1,M07,105-0,C,SF-105,B,202210,12,0,812
E1,M07,105-0,D,SF-105,B,202210,12,0,609
E1,M07,105-0,E,SF-105,B,202210,12,0,284
E1,M07,105-0,ALL,SF-105,B,202210,12,4,4060
E1,M07,105-0,A,SF-105,B,202211,13,1,1425
E1,M07,105-0,B,SF-105,B,202211,13,0,1006
E1,M07,105-0,C,SF-105,B,202211,13,1,838
E1,M07,105-0,D,SF-105,B,202211,13,0,628
E1,M07,105-0,E,SF-105,B,202211,13,0,293
E1,M07,105-0,ALL,SF-105,B,202211,13,2,4190
E1,M07,105-0,A,SF-105,B,202212,14,0,1469
E1,M07,105-0,B,SF-105,B,202212,14,0,1037
E1,M07,105-0,C,SF-105,B,202212,14,0,864
E1,M07,105-0,D,SF-105,B,202212,14,0,648
E1,M07,105-0,E,SF-105,B,202212,14,0,302
E1,M07,105-0,ALL,SF-105,B,202212,14,0,4320
E1,M07,105-0,A,SF-105,B,202301,15,0,1513
E1,M07,105-0,B,SF-105,B,202301,15,0,1068
E1,M07,105-0,C,SF-105,B,202301,15,0,890
E1,M07,105-0,D,SF-105,B,202301,15,0,668
E1,M07,105-0,E,SF-105,B,202301,15,0,312
E1,M07,105-0,ALL,SF-105,B,202301,15,0,4450
E1,M07,105-0,A,SF-105,B,202302,16,1,1557
E1,M07,105-0,B,SF-105,B,202302,16,0,1099
E1,M07,105-0,C,SF-105,B,202302,16,0,916
E1,M07,105-0,D,SF-105,B,202302,16,0,687
E1,M07,105-0,E,SF-105,B,202302,16,0,321
E1,M07,105-0,ALL,SF-105,B,202302,16,1,4580
E1,M07,105-0,A,SF-105,B,202303,17,0,1601
E1,M07,105-0,B,SF-105,B,202303,17,0,1130
E1,M07,105-0,C,SF-105,B,202303,17,1,942
E1,M07,105-0,D,SF-105,B,202303,17,0,706
E1,M07,105-0,E,SF-105,B,202303,17,0,330
E1,M07,105-0,ALL,SF-105,B,202303,17,1,4710
E1,M07,105-0,A,SF-105,B,202304,18,0,1646
E1,M07,105-0,B,SF-105,B,202304,18,0,1162
E1,M07,105-0,C,SF-105,B,202304,18,0,968
E1,M07,105-0,D,SF-105,B,202304,18,0,726
E1,M07,105-0,E,SF-105,B,202304,18,0,339
E1,M07,105-0,ALL,SF-105,B,202304,18,0,4840
E1,M07,105-0,A,SF-105,B,202305,19,0,1690
E1,M07,105-0,B,SF-105,B,202305,19,0,1193
E1,M07,105-0,C,SF-105,B,202305,19,1,994
E1,M07,105-0,D,SF-105,B,202305,19,0,746
E1,M07,105-0,E,SF-105,B,202305,19,0,348
E1,M07,105-0,ALL,SF-105,B,202305,19,1,4970
E1,M07,105-0,A,SF-105,B,202306,20,1,1734
E1,M07,105-0,B,SF-105,B,202306,20,1,1224
E1,M07,105-0,C,SF-105,B,202306,20,0,1020
E1,M07,105-0,D,SF-105,B,202306,20,0,765
E1,M07,105-0,E,SF-105,B,202306,20,0,357
E1,M07,105-0,ALL,SF-105,B,202306,20,2,5100
E1,M07,105-0,A,SF-105,B,202307,21,0,1778
E1,M07,105-0,B,SF-105,B,202307,21,0,1255
E1,M07,105-0,C,SF-105,B,202307,21,0,1046
E1,M07,105-0,D,SF-105,B,202307,21,0,784
E1,M07,105-0,E,SF-105,B,202307,21,0,366
E1,M07,105-0,ALL,SF-105,B,202307,21,0,5230
E1,M07,105-0,A,SF-105,B,202308,22,2,1822
E1,M07,105-0,B,SF-105,B,202308,22,0,1286
E1,M07,105-0,C,SF-105,B,202308,22,0,1072
E1,M07,105-0,D,SF-105,B,202308,22,0,804
E1,M07,105-0,E,SF-105,B,202308,22,0,375
E1,M07,105-0,ALL,SF-105,B,202308,22,2,5360
E1,M07,105-0,A,SF-105,B,202309,23,0,1867
E1,M07,105-0,B,SF-105,B,202309,23,0,1318
E1,M07,105-0,C,SF-105,B,202309,23,3,1098
E1,M07,105-0,D,SF-105,B,202309,23,0,824
E1,M07,105-0,E,SF-105,B,202309,23,0,384
E1,M07,105-0,ALL,SF-105,B,202309,23,3,5490
E1,M07,105-0,A,SF-105,B,202310,24,1,1911
E1,M07,105-0,B,SF-105,B,202310,24,0,1349
E1,M07,105-0,C,SF-105,B,202310,24,3,1124
E1,M07,105-0,D,SF-105,B,202310,24,0,843
E1,M07,105-0,E,SF-105,B,202310,24,0,393
E1,M07,105-0,ALL,SF-105,B,202310,24,4,5620
E1,M07,105-0,A,SF-105,B,202311,25,0,1955
E1,M07,105-0,B,SF-105,B,202311,25,0,1380
E1,M07,105-0,C,SF-105,B,202311,25,0,1150
E1,M07,105-0,D,SF-105,B,202311,25,0,862
E1,M07,105-0,E,SF-105,B,202311,25,0,403
E1,M07,105-0,ALL,SF-105,B,202311,25,0,5750
E1,M07,105-0,A,SF-105,B,202312,26,0,1999
E1,M07,105-0,B,SF-105,B,202312,26,0,1411
E1,M07,105-0,C,SF-105,B,202312,26,1,1176
E1,M07,105-0,D,SF-105,B,202312,26,1,882
E1,M07,105-0,E,SF-105,B,202312,26,0,412
E1,M07,105-0,ALL,SF-105,B,202312,26,2,5880
E1,M07,105-0,A,SF-105,B,202401,27,0,2043
E1,M07,105-0,B,SF-105,B,202401,27,1,1442
E1,M07,105-0,C,SF-105,B,202401,27,0,1202
E1,M07,105-0,D,SF-105,B,202401,27,1,902
E1,M07,105-0,E,SF-105,B,202401,27,1,421
E1,M07,105-0,ALL,SF-105,B,202401,27,3,6010
E1,M07,105-0,A,SF-105,B,202402,28,0,2088
E1,M07,105-0,B,SF-105,B,202402,28,0,1474
E1,M07,105-0,C,SF-105,B,202402,28,0,1228
E1,M07,105-0,D,SF-105,B,202402,28,1,921
E1,M07,105-0,E,SF-105,B,202402,28,0,430
E1,M07,105-0,ALL,SF-105,B,202402,28,1,6140
E1,M07,105-0,A,SF-105,B,202403,29,0,2132
E1,M07,105-0,B,SF-105,B,202403,29,1,1505
E1,M07,105-0,C,SF-105,B,202403,29,2,1254
E1,M07,105-0,D,SF-105,B,202403,29,0,940
E1,M07,105-0,E,SF-105,B,202403,29,0,439
E1,M07,105-0,ALL,SF-105,B,202403,29,3,6270
E1,M07,105-0,A,SF-105,B,202404,30,1,2176
E1,M07,105-0,B,SF-105,B,202404,30,0,1536
E1,M07,105-0,C,SF-105,B,202404,30,0,1280
E1,M07,105-0,D,SF-105,B,202404,30,1,960
E1,M07,105-0,E,SF-105,B,202404,30,1,448
E1,M07,105-0,ALL,SF-105,B,202404,30,3,6400
E1,M07,105-0,A,SF-105,B,202405,31,0,2220
E1,M07,105-0,B,SF-105,B,202405,31,0,1567
E1,M07,105-0,C,SF-105,B,202405,31,0,1306
E1,M07,105-0,D,SF-105,B,202405,31,0,980
E1,M07,105-0,E,SF-105,B,202405,31,0,457
E1,M07,105-0,ALL,SF-105,B,202405,31,0,6530
E1,M07,105-0,A,SF-105,B,202406,32,2,2264
E1,M07,105-0,B,SF-105,B,202406,32,0,1598
E1,M07,105-0,C,SF-105,B,202406,32,0,1332
E1,M07,105-0,D,SF-105,B,202406,32,0,999
E1,M07,105-0,E,SF-105,B,202406,32,1,466
E1,M07,105-0,ALL,SF-105,B,202406,32,3,6660
E1,M07,105-0,A,SF-105,B,202407,33,1,2309
E1,M07,105-0,B,SF-105,B,202407,33,1,1630
E1,M07,105-0,C,SF-105,B,202407,33,1,1358
E1,M07,105-0,D,SF-105,B,202407,33,0,1018
E1,M07,105-0,E,SF-105,B,202407,33,0,475
E1,M07,105-0,ALL,SF-105,B,202407,33,3,6790
E1,M07,105-0,A,SF-105,B,202408,34,1,2353
E1,M07,105-0,B,SF-105,B,202408,34,0,1661
E1,M07,105-0,C,SF-105,B,202408,34,1,1384
E1,M07,105-0,D,SF-105,B,202408,34,1,1038
E1,M07,105-0,E,SF-105,B,202408,34,0,484
E1,M07,105-0,ALL,SF-105,B,202408,34,3,6920
E1,M07,105-0,A,SF-105,B,202409,35,0,2397
E1,M07,105-0,B,SF-105,B,202409,35,0,1692
E1,M07,105-0,C,SF-105,B,202409,35,0,1410
E1,M07,105-0,D,SF-105,B,202409,35,0,1058
E1,M07,105-0,E,SF-105,B,202409,35,0,494
E1,M07,105-0,ALL,SF-105,B,202409,35,0,7050
E1,M07,105-0,A,SF-105,B,202410,36,1,2441
E1,M07,105-0,B,SF-105,B,202410,36,0,1723
E1,M07,105-0,C,SF-105,B,202410,36,0,1436
E1,M07,105-0,D,SF-105,B,202410,36,0,1077
E1,M07,105-0,E,SF-105,B,202410,36,1,503
E1,M07,105-0,ALL,SF-105,B,202410,36,2,7180
E1,M07,105-0,A,SF-105,B,202411,37,1,2485
E1,M07,105-0,B,SF-105,B,202411,37,1,1754
E1,M07,105-0,C,SF-105,B,202411,37,1,1462
E1,M07,105-0,D,SF-105,B,202411,37,0,1096
E1,M07,105-0,E,SF-105,B,202411,37,0,512
E1,M07,105-0,ALL,SF-105,B,202411,37,3,7310
E1,M07,105-0,A,SF-105,B,202412,38,0,2530
E1,M07,105-0,B,SF-105,B,202412,38,1,1786
E1,M07,105-0,C,SF-105,B,202412,38,0,1488
E1,M07,105-0,D,SF-105,B,202412,38,1,1116
E1,M07,105-0,E,SF-105,B,202412,38,0,521
E1,M07,105-0,ALL,SF-105,B,202412,38,2,7440
E1,M08,100-0,A,SF-100,B,202111,0,2,850
E1,M08,100-0,B,SF-100,B,202111,0,1,600
E1,M08,100-0,C,SF-100,B,202111,0,3,500
E1,M08,100-0,D,SF-100,B,202111,0,1,375
E1,M08,100-0,ALL,SF-100,B,202111,0,7,2500
E1,M08,100-0,C,SF-100,B,202112,1,2,526
E1,M08,100-0,D,SF-100,B,202112,1,1,394
E1,M08,100-0,ALL,SF-100,B,202112,1,3,2630
E1,M08,100-0,A,SF-100,B,202201,2,4,938
E1,M08,100-0,B,SF-100,B,202201,2,2,662
E1,M08,100-0,C,SF-100,B,202201,2,0,552
E1,M08,100-0,D,SF-100,B,202201,2,2,414
E1,M08,100-0,ALL,SF-100,B,202201,2,8,2760
E1,M08,100-0,A,SF-100,B,202202,3,3,983
E1,M08,100-0,B,SF-100,B,202202,3,0,694
E1,M08,100-0,C,SF-100,B,202202,3,1,578
E1,M08,100-0,D,SF-100,B,202202,3,0,434
E1,M08,100-0,ALL,SF-100,B,202202,3,4,2890
E1,M08,100-0,A,SF-100,B,202203,4,4,1027
E1,M08,100-0,B,SF-100,B,202203,4,2,725
E1,M08,100-0,C,SF-100,B,202203,4,0,604
E1,M08,100-0,D,SF-100,B,202203,4,2,453
E1,M08,100-0,ALL,SF-100,B,202203,4,8,3020
E1,M08,100-0,A,SF-100,B,202204,5,0,1071
E1,M08,100-0,B,SF-100,B,202204,5,1,756
E1,M08,100-0,C,SF-100,B,202204,5,1,630
E1,M08,100-0,D,SF-100,B,202204,5,0,472
E1,M08,100-0,ALL,SF-100,B,202204,5,2,3150
