事業コード,開発コード,部番,販社,SF-CODE,ランク,年月,経過月,累積販売台数,月次使用数
E1,M07,104-0,B,SF-104,B,202409,35,1692,0.0
E1,M07,104-0,B,SF-104,B,202410,36,1723,3.0
E1,M07,104-0,B,SF-104,B,202411,37,1754,2.0
E1,M07,104-0,B,SF-104,B,202412,38,1786,0.0
E1,M07,104-0,C,SF-104,B,202110,0,500,2.0
E1,M07,104-0,C,SF-104,B,202112,2,552,1.0
E1,M07,104-0,C,SF-104,B,202201,3,578,0.0
E1,M07,104-0,C,SF-104,B,202202,4,604,0.0
E1,M07,104-0,C,SF-104,B,202203,5,630,0.0
E1,M07,104-0,C,SF-104,B,202204,6,656,0.0
E1,M07,104-0,C,SF-104,B,202205,7,682,1.0
E1,M07,104-0,C,SF-104,B,202206,8,708,0.0
E1,M07,104-0,C,SF-104,B,202207,9,734,2.0
E1,M07,104-0,C,SF-104,B,202208,10,760,2.0
E1,M07,104-0,C,SF-104,B,202209,11,786,0.0
E1,M07,104-0,C,SF-104,B,202210,12,812,0.0
E1,M07,104-0,C,SF-104,B,202211,13,838,2.0
E1,M07,104-0,C,SF-104,B,202212,14,864,1.0
E1,M07,104-0,C,SF-104,B,202301,15,890,0.0
E1,M07,104-0,C,SF-104,B,202302,16,916,0.0
E1,M07,104-0,C,SF-104,B,202303,17,942,0.0
E1,M07,104-0,C,SF-104,B,202304,18,968,1.0
E1,M07,104-0,C,SF-104,B,202305,19,994,0.0
E1,M07,104-0,C,SF-104,B,202306,20,1020,2.0
E1,M07,104-0,C,SF-104,B,202307,21,1046,0.0
E1,M07,104-0,C,SF-104,B,202308,22,1072,1.0
E1,M07,104-0,C,SF-104,B,202309,23,1098,0.0
E1,M07,104-0,C,SF-104,B,202310,24,1124,0.0
E1,M07,104-0,C,SF-104,B,202311,25,1150,0.0
E1,M07,104-0,C,SF-104,B,202312,26,1176,1.0
E1,M07,104-0,C,SF-104,B,202401,27,1202,2.0
E1,M07,104-0,C,SF-104,B,202402,28,1228,0.0
E1,M07,104-0,C,SF-104,B,202403,29,1254,1.0
E1,M07,104-0,C,SF-104,B,202404,30,1280,0.0
E1,M07,104-0,C,SF-104,B,202405,31,1306,1.0
E1,M07,104-0,C,SF-104,B,202406,32,1332,1.0
E1,M07,104-0,C,SF-104,B,202407,33,1358,0.0
E1,M07,104-0,C,SF-104,B,202408,34,1384,2.0
E1,M07,104-0,C,SF-104,B,202409,35,1410,1.0
E1,M07,104-0,C,SF-104,B,202410,36,1436,1.0
E1,M07,104-0,C,SF-104,B,202411,37,1462,0.0
E1,M07,104-0,D,SF-104,B,202112,2,414,0.0
E1,M07,104-0,D,SF-104,B,202201,3,434,0.0
E1,M07,104-0,D,SF-104,B,202202,4,453,1.0
E1,M07,104-0,D,SF-104,B,202203,5,472,0.0
E1,M07,104-0,D,SF-104,B,202204,6,492,0.0
E1,M07,104-0,D,SF-104,B,202205,7,512,1.0
E1,M07,104-0,D,SF-104,B,202206,8,531,2.0
E1,M07,104-0,D,SF-104,B,202207,9,550,0.0
E1,M07,104-0,D,SF-104,B,202208,10,570,0.0
E1,M07,104-0,D,SF-104,B,202209,11,590,0.0
E1,M07,104-0,D,SF-104,B,202210,12,609,1.0
E1,M07,104-0,D,SF-104,B,202211,13,628,1.0
E1,M07,104-0,D,SF-104,B,202212,14,648,1.0
E1,M07,104-0,D,SF-104,B,202301,15,668,2.0
E1,M07,104-0,D,SF-104,B,202302,16,687,0.0
E1,M07,104-0,D,SF-104,B,202303,17,706,1.0
E1,M07,104-0,D,SF-104,B,202304,18,726,3.0
E1,M07,104-0,D,SF-104,B,202305,19,746,0.0
E1,M07,104-0,D,SF-104,B,202306,20,765,3.0
E1,M07,104-0,D,SF-104,B,202307,21,784,2.0
E1,M07,104-0,D,SF-104,B,202308,22,804,0.0
E1,M07,104-0,D,SF-104,B,202309,23,824,1.0
E1,M07,104-0,D,SF-104,B,202310,24,843,3.0
E1,M07,104-0,D,SF-104,B,202311,25,862,1.0
E1,M07,104-0,D,SF-104,B,202312,26,882,0.0
E1,M07,104-0,D,SF-104,B,202401,27,902,0.0
E1,M07,104-0,D,SF-104,B,202402,28,921,1.0
E1,M07,104-0,D,SF-104,B,202403,29,940,0.0
E1,M07,104-0,D,SF-104,B,202404,30,960,3.0
E1,M07,104-0,D,SF-104,B,202405,31,980,0.0
E1,M07,104-0,D,SF-104,B,202406,32,999,1.0
E1,M07,104-0,D,SF-104,B,202407,33,1018,2.0
E1,M07,104-0,D,SF-104,B,202408,34,1038,0.0
E1,M07,104-0,D,SF-104,B,202409,35,1058,0.0
E1,M07,104-0,D,SF-104,B,202410,36,1077,0.0
E1,M07,104-0,E,SF-104,B,202206,8,248,0.0
E1,M07,104-0,E,SF-104,B,202207,9,257,1.0
E1,M07,104-0,E,SF-104,B,202208,10,266,0.0
E1,M07,104-0,E,SF-104,B,202209,11,275,0.0
E1,M07,104-0,E,SF-104,B,202210,12,284,1.0
E1,M07,104-0,E,SF-104,B,202211,13,293,1.0
E1,M07,104-0,E,SF-104,B,202212,14,302,0.0
E1,M07,104-0,E,SF-104,B,202301,15,312,1.0
E1,M07,104-0,E,SF-104,B,202302,16,321,0.0
E1,M07,104-0,E,SF-104,B,202303,17,330,0.0
E1,M07,104-0,E,SF-104,B,202304,18,339,0.0
E1,M07,104-0,E,SF-104,B,202305,19,348,0.0
E1,M07,104-0,E,SF-104,B,202306,20,357,0.0
E1,M07,104-0,E,SF-104,B,202307,21,366,0.0
E1,M07,104-0,E,SF-104,B,202308,22,375,1.0
E1,M07,104-0,E,SF-104,B,202309,23,384,0.0
E1,M07,104-0,E,SF-104,B,202310,24,393,1.0
E1,M07,104-0,E,SF-104,B,202311,25,403,0.0
E1,M07,104-0,E,SF-104,B,202312,26,412,1.0
E1,M07,104-0,E,SF-104,B,202401,27,421,0.0
E1,M07,104-0,E,SF-104,B,202402,28,430,0.0
E1,M07,104-0,E,SF-104,B,202403,29,439,1.0
E1,M07,104-0,E,SF-104,B,202404,30,448,0.0
E1,M07,104-0,E,SF-104,B,202405,31,457,0.0
E1,M07,104-0,E,SF-104,B,202406,32,466,0.0
E1,M07,104-0,E,SF-104,B,202407,33,475,0.0
E1,M07,104-0,E,SF-104,B,202408,34,484,1.0
E1,M07,104-0,E,SF-104,B,202409,35,494,0.0
E1,M07,104-0,E,SF-104,B,202410,36,503,0.0
E1,M07,104-0,E,SF-104,B,202411,37,512,0.0
E1,M07,104-0,E,SF-104,B,202412,38,521,0.0
E1,M07,104-1,A,SF-104,B,202110,0,850,1.0
E1,M07,104-1,A,SF-104,B,202111,1,894,3.0
E1,M07,104-1,A,SF-104,B,202112,2,938,2.0
E1,M07,104-1,A,SF-104,B,202201,3,983,1.0
E1,M07,104-1,A,SF-104,B,202202,4,1027,1.0
E1,M07,104-1,A,SF-104,B,202203,5,1071,1.0
E1,M07,104-1,A,SF-104,B,202204,6,1115,1.0
E1,M07,104-1,A,SF-104,B,202205,7,1159,1.0
E1,M07,104-1,A,SF-104,B,202206,8,1204,2.0
E1,M07,104-1,A,SF-104,B,202207,9,1248,1.0
E1,M07,104-1,A,SF-104,B,202208,10,1292,1.0
E1,M07,104-1,A,SF-104,B,202209,11,1336,2.0
E1,M07,104-1,A,SF-104,B,202210,12,1380,0.0
E1,M07,104-1,A,SF-104,B,202211,13,1425,2.0
E1,M07,104-1,A,SF-104,B,202212,14,1469,2.0
E1,M07,104-1,A,SF-104,B,202301,15,1513,1.0
E1,M07,104-1,A,SF-104,B,202302,16,1557,2.0
E1,M07,104-1,A,SF-104,B,202303,17,1601,0.0
E1,M07,104-1,A,SF-104,B,202304,18,1646,2.0
E1,M07,104-1,A,SF-104,B,202305,19,1690,2.0
E1,M07,104-1,A,SF-104,B,202306,20,1734,3.0
E1,M07,104-1,A,SF-104,B,202307,21,1778,2.0
E1,M07,104-1,A,SF-104,B,202308,22,1822,2.0
E1,M07,104-1,A,SF-104,B,202309,23,1867,1.0
E1,M07,104-1,A,SF-104,B,202310,24,1911,3.0
E1,M07,104-1,A,SF-104,B,202311,25,1955,3.0
E1,M07,104-1,A,SF-104,B,202312,26,1999,4.0
E1,M07,104-1,A,SF-104,B,202401,27,2043,1.0
E1,M07,104-1,A,SF-104,B,202402,28,2088,1.0
E1,M07,104-1,A,SF-104,B,202403,29,2132,2.0
E1,M07,104-1,A,SF-104,B,202404,30,2176,3.0
E1,M07,104-1,A,SF-104,B,202405,31,2220,2.0
E1,M07,104-1,A,SF-104,B,202406,32,2264,2.0
E1,M07,104-1,A,SF-104,B,202407,33,2309,2.0
E1,M07,104-1,A,SF-104,B,202408,34,2353,4.0
E1,M07,104-1,A,SF-104,B,202409,35,2397,2.0
E1,M07,104-1,A,SF-104,B,202410,36,2441,2.0
E1,M07,104-1,A,SF-104,B,202411,37,2485,3.0
E1,M07,104-1,A,SF-104,B,202412,38,2530,2.0
E1,M07,104-1,ALL,SF-104,B,202110,0,2500,2.0
E1,M07,104-1,ALL,SF-104,B,202111,1,2630,5.0
E1,M07,104-1,ALL,SF-104,B,202112,2,2760,5.0
E1,M07,104-1,ALL,SF-104,B,202201,3,2890,2.0
E1,M07,104-1,ALL,SF-104,B,202202,4,3020,2.0
E1,M07,104-1,ALL,SF-104,B,202203,5,3150,3.0
E1,M07,104-1,ALL,SF-104,B,202204,6,3280,2.0
E1,M07,104-1,ALL,SF-104,B,202205,7,3410,5.0
E1,M07,104-1,ALL,SF-104,B,202206,8,3540,3.0
E1,M07,104-1,ALL,SF-104,B,202207,9,3670,7.0
E1,M07,104-1,ALL,SF-104,B,202208,10,3800,3.0
E1,M07,104-1,ALL,SF-104,B,202209,11,3930,5.0
E1,M07,104-1,ALL,SF-104,B,202210,12,4060,3.0
E1,M07,104-1,ALL,SF-104,B,202211,13,4190,6.0
E1,M07,104-1,ALL,SF-104,B,202212,14,4320,2.0
E1,M07,104-1,ALL,SF-104,B,202301,15,4450,5.0
E1,M07,104-1,ALL,SF-104,B,202302,16,4580,6.0
E1,M07,104-1,ALL,SF-104,B,202303,17,4710,2.0
E1,M07,104-1,ALL,SF-104,B,202304,18,4840,4.0
E1,M07,104-1,ALL,SF-104,B,202305,19,4970,5.0
E1,M07,104-1,ALL,SF-104,B,202306,20,5100,8.0
E1,M07,104-1,ALL,SF-104,B,202307,21,5230,6.0
E1,M07,104-1,ALL,SF-104,B,202308,22,5360,11.0
E1,M07,104-1,ALL,SF-104,B,202309,23,5490,5.0
E1,M07,104-1,ALL,SF-104,B,202310,24,5620,8.0
E1,M07,104-1,ALL,SF-104,B,202311,25,5750,9.0
E1,M07,104-1,ALL,SF-104,B,202312,26,5880,7.0
E1,M07,104-1,ALL,SF-104,B,202401,27,6010,7.0
E1,M07,104-1,ALL,SF-104,B,202402,28,6140,2.0
E1,M07,104-1,ALL,SF-104,B,202403,29,6270,5.0
E1,M07,104-1,ALL,SF-104,B,202404,30,6400,6.0
E1,M07,104-1,ALL,SF-104,B,202405,31,6530,7.0
E1,M07,104-1,ALL,SF-104,B,202406,32,6660,6.0
E1,M07,104-1,ALL,SF-104,B,202407,33,6790,3.0
E1,M07,104-1,ALL,SF-104,B,202408,34,6920,11.0
E1,M07,104-1,ALL,SF-104,B,202409,35,7050,6.0
E1,M07,104-1,ALL,SF-104,B,202410,36,7180,5.0
E1,M07,104-1,ALL,SF-104,B,202411,37,7310,8.0
E1,M07,104-1,ALL,SF-104,B,202412,38,7440,4.0
E1,M07,104-1,B,SF-104,B,202111,1,631,1.0
E1,M07,104-1,B,SF-104,B,202112,2,662,1.0
E1,M07,104-1,B,SF-104,B,202201,3,694,1.0
E1,M07,104-1,B,SF-104,B,202202,4,725,0.0
E1,M07,104-1,B,SF-104,B,202203,5,756,1.0
E1,M07,104-1,B,SF-104,B,202204,6,787,0.0
E1,M07,104-1,B,SF-104,B,202205,7,818,2.0
E1,M07,104-1,B,SF-104,B,202206,8,850,0.0
E1,M07,104-1,B,SF-104,B,202207,9,881,1.0
E1,M07,104-1,B,SF-104,B,202208,10,912,1.0
E1,M07,104-1,B,SF-104,B,202209,11,943,0.0
E1,M07,104-1,B,SF-104,B,202210,12,974,1.0
E1,M07,104-1,B,SF-104,B,202211,13,1006,2.0
E1,M07,104-1,B,SF-104,B,202212,14,1037,0.0
E1,M07,104-1,B,SF-104,B,202301,15,1068,1.0
E1,M07,104-1,B,SF-104,B,202302,16,1099,2.0
E1,M07,104-1,B,SF-104,B,202303,17,1130,0.0
E1,M07,104-1,B,SF-104,B,202304,18,1162,1.0
E1,M07,104-1,B,SF-104,B,202305,19,1193,3.0
E1,M07,104-1,B,SF-104,B,202306,20,1224,2.0
E1,M07,104-1,B,SF-104,B,202307,21,1255,0.0
E1,M07,104-1,B,SF-104,B,202308,22,1286,0.0
E1,M07,104-1,B,SF-104,B,202309,23,1318,1.0
E1,M07,104-1,B,SF-104,B,202310,24,1349,5.0
E1,M07,104-1,B,SF-104,B,202311,25,1380,2.0
E1,M07,104-1,B,SF-104,B,202312,26,1411,0.0
E1,M07,104-1,B,SF-104,B,202401,27,1442,2.0
E1,M07,104-1,B,SF-104,B,202402,28,1474,1.0
E1,M07,104-1,B,SF-104,B,202403,29,1505,2.0
E1,M07,104-1,B,SF-104,B,202404,30,1536,2.0
E1,M07,104-1,B,SF-104,B,202405,31,1567,1.0
E1,M07,104-1,B,SF-104,B,202406,32,1598,0.0
E1,M07,104-1,B,SF-104,B,202407,33,1630,0.0
E1,M07,104-1,B,SF-104,B,202408,34,1661,2.0
E1,M07,104-1,B,SF-104,B,202409,35,1692,2.0
E1,M07,104-1,B,SF-104,B,202410,36,1723,1.0
E1,M07,104-1,B,SF-104,B,202411,37,1754,4.0
E1,M07,104-1,B,SF-104,B,202412,38,1786,1.0
E1,M07,104-1,C,SF-104,B,202110,0,500,1.0
E1,M07,104-1,C,SF-104,B,202111,1,526,1.0
E1,M07,104-1,C,SF-104,B,202112,2,552,0.0
E1,M07,104-1,C,SF-104,B,202201,3,578,0.0
E1,M07,104-1,C,SF-104,B,202202,4,604,1.0
E1,M07,104-1,C,SF-104,B,202203,5,630,1.0
E1,M07,104-1,C,SF-104,B,202204,6,656,1.0
E1,M07,104-1,C,SF-104,B,202205,7,682,1.0
E1,M07,104-1,C,SF-104,B,202206,8,708,1.0
E1,M07,104-1,C,SF-104,B,202207,9,734,3.0
E1,M07,104-1,C,SF-104,B,202208,10,760,0.0
E1,M07,104-1,C,SF-104,B,202209,11,786,0.0
E1,M07,104-1,C,SF-104,B,202210,12,812,1.0
E1,M07,104-1,C,SF-104,B,202211,13,838,0.0
E1,M07,104-1,C,SF-104,B,202212,14,864,0.0
E1,M07,104-1,C,SF-104,B,202301,15,890,1.0
E1,M07,104-1,C,SF-104,B,202302,16,916,1.0
E1,M07,104-1,C,SF-104,B,202303,17,942,2.0
E1,M07,104-1,C,SF-104,B,202304,18,968,1.0
E1,M07,104-1,C,SF-104,B,202305,19,994,0.0
E1,M07,104-1,C,SF-104,B,202306,20,1020,1.0
E1,M07,104-1,C,SF-104,B,202307,21,1046,1.0
E1,M07,104-1,C,SF-104,B,202308,22,1072,8.0
E1,M07,104-1,C,SF-104,B,202309,23,1098,2.0
E1,M07,104-1,C,SF-104,B,202310,24,1124,0.0
E1,M07,104-1,C,SF-104,B,202311,25,1150,3.0
E1,M07,104-1,C,SF-104,B,202312,26,1176,2.0
E1,M07,104-1,C,SF-104,B,202401,27,1202,2.0
E1,M07,104-1,C,SF-104,B,202402,28,1228,0.0
E1,M07,104-1,C,SF-104,B,202403,29,1254,0.0
E1,M07,104-1,C,SF-104,B,202404,30,1280,1.0
E1,M07,104-1,C,SF-104,B,202405,31,1306,0.0
E1,M07,104-1,C,SF-104,B,202406,32,1332,4.0
E1,M07,104-1,C,SF-104,B,202407,33,1358,0.0
E1,M07,104-1,C,SF-104,B,202408,34,1384,3.0
E1,M07,104-1,C,SF-104,B,202409,35,1410,0.0
E1,M07,104-1,C,SF-104,B,202410,36,1436,1.0
E1,M07,104-1,C,SF-104,B,202411,37,1462,1.0
E1,M07,104-1,D,SF-104,B,202112,2,414,2.0
E1,M07,104-1,D,SF-104,B,202201,3,434,0.0
E1,M07,104-1,D,SF-104,B,202202,4,453,0.0
E1,M07,104-1,D,SF-104,B,202203,5,472,0.0
E1,M07,104-1,D,SF-104,B,202204,6,492,0.0
E1,M07,104-1,D,SF-104,B,202205,7,512,1.0
E1,M07,104-1,D,SF-104,B,202206,8,531,0.0
E1,M07,104-1,D,SF-104,B,202207,9,550,1.0
E1,M07,104-1,D,SF-104,B,202208,10,570,0.0
E1,M07,104-1,D,SF-104,B,202209,11,590,2.0
E1,M07,104-1,D,SF-104,B,202210,12,609,0.0
E1,M07,104-1,D,SF-104,B,202211,13,628,2.0
E1,M07,104-1,D,SF-104,B,202212,14,648,0.0
E1,M07,104-1,D,SF-104,B,202301,15,668,1.0
E1,M07,104-1,D,SF-104,B,202302,16,687,1.0
E1,M07,104-1,D,SF-104,B,202303,17,706,0.0
E1,M07,104-1,D,SF-104,B,202304,18,726,0.0
E1,M07,104-1,D,SF-104,B,202305,19,746,0.0
E1,M07,104-1,D,SF-104,B,202306,20,765,1.0
E1,M07,104-1,D,SF-104,B,202307,21,784,3.0
E1,M07,104-1,D,SF-104,B,202308,22,804,0.0
E1,M07,104-1,D,SF-104,B,202309,23,824,1.0
E1,M07,104-1,D,SF-104,B,202310,24,843,0.0
E1,M07,104-1,D,SF-104,B,202311,25,862,1.0
E1,M07,104-1,D,SF-104,B,202312,26,882,1.0
E1,M07,104-1,D,SF-104,B,202401,27,902,2.0
E1,M07,104-1,D,SF-104,B,202402,28,921,0.0
E1,M07,104-1,D,SF-104,B,202403,29,940,1.0
E1,M07,104-1,D,SF-104,B,202404,30,960,0.0
E1,M07,104-1,D,SF-104,B,202405,31,980,3.0
E1,M07,104-1,D,SF-104,B,202406,32,999,0.0
E1,M07,104-1,D,SF-104,B,202407,33,1018,1.0
E1,M07,104-1,D,SF-104,B,202408,34,1038,2.0
E1,M07,104-1,D,SF-104,B,202409,35,1058,2.0
E1,M07,104-1,D,SF-104,B,202410,36,1077,0.0
E1,M07,104-1,E,SF-104,B,202206,8,248,0.0
E1,M07,104-1,E,SF-104,B,202207,9,257,1.0
E1,M07,104-1,E,SF-104,B,202208,10,266,1.0
E1,M07,104-1,E,SF-104,B,202209,11,275,1.0
E1,M07,104-1,E,SF-104,B,202210,12,284,1.0
E1,M07,104-1,E,SF-104,B,202211,13,293,0.0
E1,M07,104-1,E,SF-104,B,202212,14,302,0.0
E1,M07,104-1,E,SF-104,B,202301,15,312,1.0
E1,M07,104-1,E,SF-104,B,202302,16,321,0.0
E1,M07,104-1,E,SF-104,B,202303,17,330,0.0
E1,M07,104-1,E,SF-104,B,202304,18,339,0.0
E1,M07,104-1,E,SF-104,B,202305,19,348,0.0
E1,M07,104-1,E,SF-104,B,202306,20,357,1.0
E1,M07,104-1,E,SF-104,B,202307,21,366,0.0
E1,M07,104-1,E,SF-104,B,202308,22,375,1.0
E1,M07,104-1,E,SF-104,B,202309,23,384,0.0
E1,M07,104-1,E,SF-104,B,202310,24,393,0.0
E1,M07,104-1,E,SF-104,B,202311,25,403,0.0
E1,M07,104-1,E,SF-104,B,202312,26,412,0.0
E1,M07,104-1,E,SF-104,B,202401,27,421,0.0
E1,M07,104-1,E,SF-104,B,202402,28,430,0.0
E1,M07,104-1,E,SF-104,B,202403,29,439,0.0
E1,M07,104-1,E,SF-104,B,202404,30,448,0.0
E1,M07,104-1,E,SF-104,B,202405,31,457,1.0
E1,M07,104-1,E,SF-104,B,202406,32,466,0.0
E1,M07,104-1,E,SF-104,B,202407,33,475,0.0
E1,M07,104-1,E,SF-104,B,202408,34,484,0.0
E1,M07,104-1,E,SF-104,B,202409,35,494,0.0
E1,M07,104-1,E,SF-104,B,202410,36,503,1.0
E1,M07,104-1,E,SF-104,B,202411,37,512,0.0
E1,M07,104-1,E,SF-104,B,202412,38,521,1.0
E1,M07,105-0,A,SF-105,B,202112,2,938,0.0
E1,M07,105-0,A,SF-105,B,202201,3,983,1.0
E1,M07,105-0,A,SF-105,B,202202,4,1027,0.0
E1,M07,105-0,A,SF-105,B,202203,5,1071,0.0
E1,M07,105-0,A,SF-105,B,202204,6,1115,1.0
E1,M07,105-0,A,SF-105,B,202205,7,1159,1.0
E1,M07,105-0,A,SF-105,B,202206,8,1204,1.0
E1,M07,105-0,A,SF-105,B,202207,9,1248,1.0
E1,M07,105-0,A,SF-105,B,202208,10,1292,0.0
E1,M07,105-0,A,SF-105,B,202209,11,1336,1.0
E1,M07,105-0,A,SF-105,B,202210,12,1380,3.0
E1,M07,105-0,A,SF-105,B,202211,13,1425,1.0
E1,M07,105-0,A,SF-105,B,202212,14,1469,0.0
E1,M07,105-0,A,SF-105,B,202301,15,1513,0.0
E1,M07,105-0,A,SF-105,B,202302,16,1557,1.0
E1,M07,105-0,A,SF-105,B,202303,17,1601,0.0
E1,M07,105-0,A,SF-105,B,202304,18,1646,0.0
E1,M07,105-0,A,SF-105,B,202305,19,1690,0.0
E1,M07,105-0,A,SF-105,B,202306,20,1734,1.0
E1,M07,105-0,A,SF-105,B,202307,21,1778,0.0
E1,M07,105-0,A,SF-105,B,202308,22,1822,2.0
E1,M07,105-0,A,SF-105,B,202309,23,1867,0.0
E1,M07,105-0,A,SF-105,B,202310,24,1911,1.0
E1,M07,105-0,A,SF-105,B,202311,25,1955,0.0
E1,M07,105-0,A,SF-105,B,202312,26,1999,0.0
E1,M07,105-0,A,SF-105,B,202401,27,2043,0.0
E1,M07,105-0,A,SF-105,B,202402,28,2088,0.0
E1,M07,105-0,A,SF-105,B,202403,29,2132,0.0
E1,M07,105-0,A,SF-105,B,202404,30,2176,1.0
E1,M07,105-0,A,SF-105,B,202405,31,2220,0.0
E1,M07,105-0,A,SF-105,B,202406,32,2264,2.0
E1,M07,105-0,A,SF-105,B,202407,33,2309,1.0
E1,M07,105-0,A,SF-105,B,202408,34,2353,1.0
E1,M07,105-0,A,SF-105,B,202409,35,2397,0.0
E1,M07,105-0,A,SF-105,B,202410,36,2441,1.0
E1,M07,105-0,A,SF-105,B,202411,37,2485,1.0
E1,M07,105-0,A,SF-105,B,202412,38,2530,0.0
E1,M07,105-0,ALL,SF-105,B,202110,0,2500,0.0
E1,M07,105-0,ALL,SF-105,B,202111,1,2630,1.0
E1,M07,105-0,ALL,SF-105,B,202112,2,2760,0.0
E1,M07,105-0,ALL,SF-105,B,202201,3,2890,1.0
E1,M07,105-0,ALL,SF-105,B,202202,4,3020,0.0
E1,M07,105-0,ALL,SF-105,B,202203,5,3150,0.0
E1,M07,105-0,ALL,SF-105,B,202204,6,3280,1.0
E1,M07,105-0,ALL,SF-105,B,202205,7,3410,3.0
E1,M07,105-0,ALL,SF-105,B,202206,8,3540,1.0
E1,M07,105-0,ALL,SF-105,B,202207,9,3670,1.0
E1,M07,105-0,ALL,SF-105,B,202208,10,3800,1.0
E1,M07,105-0,ALL,SF-105,B,202209,11,3930,2.0
E1,M07,105-0,ALL,SF-105,B,202210,12,4060,4.0
E1,M07,105-0,ALL,SF-105,B,202211,13,4190,2.0
E1,M07,105-0,ALL,SF-105,B,202212,14,4320,0.0
E1,M07,105-0,ALL,SF-105,B,202301,15,4450,0.0
E1,M07,105-0,ALL,SF-105,B,202302,16,4580,1.0
E1,M07,105-0,ALL,SF-105,B,202303,17,4710,1.0
E1,M07,105-0,ALL,SF-105,B,202304,18,4840,0.0
E1,M07,105-0,ALL,SF-105,B,202305,19,4970,1.0
E1,M07,105-0,ALL,SF-105,B,202306,20,5100,2.0
E1,M07,105-0,ALL,SF-105,B,202307,21,5230,0.0
E1,M07,105-0,ALL,SF-105,B,202308,22,5360,2.0
E1,M07,105-0,ALL,SF-105,B,202309,23,5490,3.0
E1,M07,105-0,ALL,SF-105,B,202310,24,5620,4.0
E1,M07,105-0,ALL,SF-105,B,202311,25,5750,0.0
E1,M07,105-0,ALL,SF-105,B,202312,26,5880,2.0
E1,M07,105-0,ALL,SF-105,B,202401,27,6010,3.0
E1,M07,105-0,ALL,SF-105,B,202402,28,6140,1.0
E1,M07,105-0,ALL,SF-105,B,202403,29,6270,3.0
E1,M07,105-0,ALL,SF-105,B,202404,30,6400,3.0
E1,M07,105-0,ALL,SF-105,B,202405,31,6530,0.0
E1,M07,105-0,ALL,SF-105,B,202406,32,6660,3.0
E1,M07,105-0,ALL,SF-105,B,202407,33,6790,3.0
E1,M07,105-0,ALL,SF-105,B,202408,34,6920,3.0
E1,M07,105-0,ALL,SF-105,B,202409,35,7050,0.0
E1,M07,105-0,ALL,SF-105,B,202410,36,7180,2.0
E1,M07,105-0,ALL,SF-105,B,202411,37,7310,3.0
E1,M07,105-0,ALL,SF-105,B,202412,38,7440,1.0
E1,M07,105-0,B,SF-105,B,202112,2,662,0.0
E1,M07,105-0,B,SF-105,B,202201,3,694,0.0
E1,M07,105-0,B,SF-105,B,202202,4,725,0.0
E1,M07,105-0,B,SF-105,B,202203,5,756,0.0
E1,M07,105-0,B,SF-105,B,202204,6,787,0.0
E1,M07,105-0,B,SF-105,B,202205,7,818,0.0
E1,M07,105-0,B,SF-105,B,202206,8,850,0.0
E1,M07,105-0,B,SF-105,B,202207,9,881,0.0
E1,M07,105-0,B,SF-105,B,202208,10,912,0.0
E1,M07,105-0,B,SF-105,B,202209,11,943,1.0
E1,M07,105-0,B,SF-105,B,202210,12,974,1.0
E1,M07,105-0,B,SF-105,B,202211,13,1006,0.0
E1,M07,105-0,B,SF-105,B,202212,14,1037,0.0
E1,M07,105-0,B,SF-105,B,202301,15,1068,0.0
E1,M07,105-0,B,SF-105,B,202302,16,1099,0.0
E1,M07,105-0,B,SF-105,B,202303,17,1130,0.0
E1,M07,105-0,B,SF-105,B,202304,18,1162,0.0
E1,M07,105-0,B,SF-105,B,202305,19,1193,0.0
E1,M07,105-0,B,SF-105,B,202306,20,1224,1.0
E1,M07,105-0,B,SF-105,B,202307,21,1255,0.0
E1,M07,105-0,B,SF-105,B,202308,22,1286,0.0
E1,M07,105-0,B,SF-105,B,202309,23,1318,0.0
E1,M07,105-0,B,SF-105,B,202310,24,1349,0.0
E1,M07,105-0,B,SF-105,B,202311,25,1380,0.0
E1,M07,105-0,B,SF-105,B,202312,26,1411,0.0
E1,M07,105-0,B,SF-105,B,202401,27,1442,1.0
E1,M07,105-0,B,SF-105,B,202402,28,1474,0.0
E1,M07,105-0,B,SF-105,B,202403,29,1505,1.0
E1,M07,105-0,B,SF-105,B,202404,30,1536,0.0
E1,M07,105-0,B,SF-105,B,202405,31,1567,0.0
E1,M07,105-0,B,SF-105,B,202406,32,1598,0.0
E1,M07,105-0,B,SF-105,B,202407,33,1630,1.0
E1,M07,105-0,B,SF-105,B,202408,34,1661,0.0
E1,M07,105-0,B,SF-105,B,202409,35,1692,0.0
E1,M07,105-0,B,SF-105,B,202410,36,1723,0.0
E1,M07,105-0,B,SF-105,B,202411,37,1754,1.0
E1,M07,105-0,B,SF-105,B,202412,38,1786,1.0
E1,M07,105-0,C,SF-105,B,202112,2,552,0.0
E1,M07,105-0,C,SF-105,B,202201,3,578,0.0
E1,M07,105-0,C,SF-105,B,202202,4,604,0.0
E1,M07,105-0,C,SF-105,B,202203,5,630,0.0
E1,M07,105-0,C,SF-105,B,202204,6,656,0.0
E1,M07,105-0,C,SF-105,B,202205,7,682,2.0
E1,M07,105-0,C,SF-105,B,202206,8,708,0.0
E1,M07,105-0,C,SF-105,B,202207,9,734,0.0
E1,M07,105-0,C,SF-105,B,202208,10,760,1.0
E1,M07,105-0,C,SF-105,B,202209,11,786,0.0
E1,M07,105-0,C,SF-105,B,202210,12,812,0.0
